id,server,secret,title,tags,views,description,date_taken,latitude,longitude,url_s,owner_name,owner,media
54129940279,65535,7cd4655ea7,Go Ahead Blue Triangle (River Road) LT427 and LT930 at Canning Town Bus Station on Sunday 10 November 2024,,185,,2024-11-10 14:22:57,51.513869,0.008891,https://live.staticflickr.com/65535/54129940279_7cd4655ea7_m.jpg,Wanderer 30,51036032@N08,photo
54060497807,65535,7b2c476098,London City Island Bridge from Canning Town Riverside,canningtown canningtownstation fujix100v fujifilmx100v leamouth leamouthpeninsula poplar riverthames bowcreek londoncityislandbridge londoncityisland bridge riverlea architecture building structure,85,,2024-10-11 10:47:29,51.514611,0.006909,https://live.staticflickr.com/65535/54060497807_7b2c476098_m.jpg,Colin Dorey,10645937@N03,photo
54060497532,65535,39abd52b73,Canning Town TFL Station,canningtown canningtownstation fujix100v fujifilmx100v leamouth leamouthpeninsula poplar riverthames bowcreek londoncityislandbridge londoncityisland bridge riverlea architecture building structure,77,Ribbon development in East London. In general each block is a featureless &amp; anonymous clone of their neighbours. ,2024-10-11 10:47:12,51.514611,0.006909,https://live.staticflickr.com/65535/54060497532_39abd52b73_m.jpg,Colin Dorey,10645937@N03,photo
54060942021,65535,c8f003c1e1,London City Island Bridge - Canning Town,canningtown riverside fujix100v fujifilmx100v leamouth leamouthpeninsula poplar riverthames bowcreek londoncityislandbridge londoncity islandbridge riverlea architecture building structure october 2024 london eastlondon,86,,2024-10-11 10:44:31,51.514164,0.006748,https://live.staticflickr.com/65535/54060942021_c8f003c1e1_m.jpg,Colin Dorey,10645937@N03,photo
54061186103,65535,0925d40933,London City Island Bridge - Canning Town,canningtown riverside fujix100v fujifilmx100v leamouth leamouthpeninsula poplar riverthames bowcreek londoncityislandbridge londoncity islandbridge riverlea architecture building structure october 2024 london eastlondon,96,,2024-10-11 10:43:45,51.514164,0.006748,https://live.staticflickr.com/65535/54061186103_0925d40933_m.jpg,Colin Dorey,10645937@N03,photo
54060062727,65535,1035b9ca7e,London City Island Bridge - Canning Town,canningtown riverside fujix100v fujifilmx100v leamouth leamouthpeninsula poplar riverthames bowcreek londoncityislandbridge londoncity islandbridge riverlea architecture building structure october 2024 london eastlondon,65,,2024-10-11 10:41:22,51.514164,0.006748,https://live.staticflickr.com/65535/54060062727_1035b9ca7e_m.jpg,Colin Dorey,10645937@N03,photo
54028953447,65535,c3640fd6dd,Go Ahead Docklands Buses SE107 at Canning Town Station on Sunday 29 September 2024,,304,,2024-09-29 15:10:16,51.513869,0.008377,https://live.staticflickr.com/65535/54028953447_c3640fd6dd_m.jpg,Wanderer 30,51036032@N08,photo
54014035110,65535,b71531387d,English National Ballet,openhouse24,460,"New home at City Island, Canning Town",2024-09-21 15:23:51,51.512887,0.006317,https://live.staticflickr.com/65535/54014035110_b71531387d_m.jpg,diamond geezer,36101699310@N01,photo
54007073266,65535,1b81f7b66d,20240919_205329,,100,,2024-09-19 20:53:28,51.514583,0.007927,https://live.staticflickr.com/65535/54007073266_1b81f7b66d_m.jpg,simon_n17,43911105@N00,photo
54005562252,65535,df733fed29,20240919_160437,,83,,2024-09-19 16:04:36,51.514450,0.008027,https://live.staticflickr.com/65535/54005562252_df733fed29_m.jpg,simon_n17,43911105@N00,photo
54005555927,65535,74591c3002,20240919_160416,,113,,2024-09-19 16:04:14,51.514411,0.008100,https://live.staticflickr.com/65535/54005555927_74591c3002_m.jpg,simon_n17,43911105@N00,photo
54004335651,65535,356ede3e62,20240918_162255,,48,,2024-09-18 16:22:54,51.514505,0.008569,https://live.staticflickr.com/65535/54004335651_356ede3e62_m.jpg,simon_n17,43911105@N00,photo
54004755295,65535,849e0335d1,20240918_162308,,116,,2024-09-18 16:23:07,51.514505,0.008569,https://live.staticflickr.com/65535/54004755295_849e0335d1_m.jpg,simon_n17,43911105@N00,photo
54004334031,65535,e21ffba7fc,20240918_162145,,47,,2024-09-18 16:21:44,51.514505,0.008569,https://live.staticflickr.com/65535/54004334031_e21ffba7fc_m.jpg,simon_n17,43911105@N00,photo
54004755110,65535,818afa7e47,20240918_161926,,45,,2024-09-18 16:19:25,51.514213,0.008925,https://live.staticflickr.com/65535/54004755110_818afa7e47_m.jpg,simon_n17,43911105@N00,photo
54004563273,65535,0b543b33e7,20240918_161124,,47,,2024-09-18 16:11:22,51.514452,0.008736,https://live.staticflickr.com/65535/54004563273_0b543b33e7_m.jpg,simon_n17,43911105@N00,photo
54004333841,65535,c957814436,20240918_161454,,46,,2024-09-18 16:14:54,51.514452,0.008736,https://live.staticflickr.com/65535/54004333841_c957814436_m.jpg,simon_n17,43911105@N00,photo
54004333716,65535,420cbe9a9e,20240918_161110,,91,,2024-09-18 16:11:08,51.514336,0.008705,https://live.staticflickr.com/65535/54004333716_420cbe9a9e_m.jpg,simon_n17,43911105@N00,photo
54004754785,65535,0c24cc022a,20240918_161004,,50,,2024-09-18 16:10:02,51.514494,0.008691,https://live.staticflickr.com/65535/54004754785_0c24cc022a_m.jpg,simon_n17,43911105@N00,photo
54004333356,65535,b6bd2f3253,20240918_153649,,46,,2024-09-18 15:36:47,51.512322,0.008213,https://live.staticflickr.com/65535/54004333356_b6bd2f3253_m.jpg,simon_n17,43911105@N00,photo
54004754525,65535,d2db6b8f78,20240918_160742,,67,,2024-09-18 16:07:40,51.512322,0.008213,https://live.staticflickr.com/65535/54004754525_d2db6b8f78_m.jpg,simon_n17,43911105@N00,photo
54004658264,65535,750950d6f2,20240918_153300,,49,,2024-09-18 15:32:59,51.514852,0.008161,https://live.staticflickr.com/65535/54004658264_750950d6f2_m.jpg,simon_n17,43911105@N00,photo
54004754050,65535,e0650abb80,20240918_153106,,45,,2024-09-18 15:31:05,51.514780,0.008319,https://live.staticflickr.com/65535/54004754050_e0650abb80_m.jpg,simon_n17,43911105@N00,photo
53954773782,65535,721512e91f,Canning Town,,151,,2024-08-29 10:47:25,51.515247,0.005600,https://live.staticflickr.com/65535/53954773782_721512e91f_m.jpg,Wanderer 30,51036032@N08,photo
53954773617,65535,c5c4c137d3,"Go Ahead Blue Triangle (Henley Road) EH24 in East India Dock Road, Canning Town on Thursday 29 August 2024",,219,,2024-08-29 10:49:13,51.514747,0.003644,https://live.staticflickr.com/65535/53954773617_c5c4c137d3_m.jpg,Wanderer 30,51036032@N08,photo
53953144297,65535,c14256428a,IMG_5190,,9,,2024-08-27 17:22:04,51.514855,0.006138,https://live.staticflickr.com/65535/53953144297_c14256428a_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53954365529,65535,ca2a7d19df,IMG_5189,,11,,2024-08-27 17:18:43,51.513591,0.003997,https://live.staticflickr.com/65535/53954365529_ca2a7d19df_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53953144057,65535,c57fac5a2e,IMG_5188,,9,,2024-08-27 17:18:24,51.513519,0.003952,https://live.staticflickr.com/65535/53953144057_c57fac5a2e_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53954033851,65535,2f066e26a8,IMG_5187,,9,,2024-08-27 17:18:10,51.513519,0.003900,https://live.staticflickr.com/65535/53954033851_2f066e26a8_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53953143452,65535,ae17ec199c,IMG_5186,,10,,2024-08-27 17:17:43,51.513400,0.003894,https://live.staticflickr.com/65535/53953143452_ae17ec199c_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53954487955,65535,1c16f6f2cf,IMG_5185,,10,,2024-08-27 17:17:23,51.513416,0.003933,https://live.staticflickr.com/65535/53954487955_1c16f6f2cf_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53954033146,65535,e18c88783e,IMG_5183,,6,,2024-08-27 16:59:00,51.512019,0.003925,https://live.staticflickr.com/65535/53954033146_e18c88783e_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53954282813,65535,2eb11d3ba2,IMG_5182,,5,,2024-08-27 16:58:11,51.512047,0.003913,https://live.staticflickr.com/65535/53954282813_2eb11d3ba2_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53954511955,65535,1e50118dcc,IMG_4946,,7,,2024-08-12 19:20:02,51.512202,0.009680,https://live.staticflickr.com/65535/53954511955_1e50118dcc_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53932279177,65535,4b7052494a,Under The Newham Way,london canningtown publicart,8,,2024-04-13 11:38:37,51.515439,0.007853,https://live.staticflickr.com/65535/53932279177_4b7052494a_m.jpg,Loz Flowers,99245765@N00,photo
53931891265,65535,a7c62fa0ba,,,8,,2023-08-31 01:54:32,51.515144,0.008975,https://live.staticflickr.com/65535/53931891265_a7c62fa0ba_m.jpg,rialouisechapman,201223118@N05,photo
53931724514,65535,e56af7deef,,,10,,2023-08-31 01:54:32,51.515144,0.008975,https://live.staticflickr.com/65535/53931724514_e56af7deef_m.jpg,rialouisechapman,201223118@N05,photo
53929656460,65535,38695efc11,,,8,,2023-08-31 01:54:32,51.515144,0.008975,https://live.staticflickr.com/65535/53929656460_38695efc11_m.jpg,rialouisechapman,201223118@N05,photo
53899029372,65535,46c6f57a1d,Blue Triangle - Ee68 | LG21JHZ,,340,ADL Enviro400EV City - BYD D8UR,2024-07-07 11:47:12,51.514863,0.008345,https://live.staticflickr.com/65535/53899029372_46c6f57a1d_m.jpg,fabiotanniguchi,186258105@N03,photo
53891946098,65535,dfa58a0fb3,Fake ghost sign by the Lea,ttartisan25mmf20 olympusep1 ghostsign eastlondon wall building,244,See comments by Roy Reed for more details,2024-05-11 18:49:15,51.509728,0.004945,https://live.staticflickr.com/65535/53891946098_dfa58a0fb3_m.jpg,sarble,32014910@N00,photo
53883030037,65535,c91e079e9d,,,6,,2024-07-27 06:51:40,51.511038,0.003027,https://live.staticflickr.com/65535/53883030037_c91e079e9d_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53883029347,65535,8ac9d76693,,,12,,2024-07-27 06:51:31,51.509658,0.001194,https://live.staticflickr.com/65535/53883029347_8ac9d76693_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53858044018,65535,87ab299f32,IMG_3603_edited,london londres docklands dlr light railway,13,UK 2024 - London - 11 jul,2024-07-11 12:42:33,51.510930,0.002913,https://live.staticflickr.com/65535/53858044018_87ab299f32_m.jpg,Patrick Williot,51425650@N04,photo
53852287637,65535,c99744bd05,EastLondon-37560-YX61FZL-CanningTown-300124,yx61fzl enviro200 firstcapital dm44268 route309 canningtown eastlondonbus,754,"East London 37560 (YX61 FZL) 

ADL Enviro 200

Former First Capital DM44268, transferred from Lea Interchange

Route 309

Canning Town bus station
 
30th January 2024",2024-01-30 00:00:00,51.514418,0.008207,https://live.staticflickr.com/65535/53852287637_c99744bd05_m.jpg,Michael Wadman,33075566@N08,photo
53808655044,65535,e68e6cf725,Stagecoach London | Route 309,,244,"47989 is seen here at Canning Town on stand awaiting its next departure on Route 309.

This bus was new to CT Plus as OS15.

47989 - YJ60PFN",2024-02-24 09:20:43,51.514491,0.008175,https://live.staticflickr.com/65535/53808655044_e68e6cf725_m.jpg,MB Buses,190588513@N06,photo
53804079912,65535,eafeed2a36,WORKS,olympusep1 ttartisan25mmf20 building word outside outdoors eastlondon,181,,2024-05-11 19:51:19,51.509468,0.004881,https://live.staticflickr.com/65535/53804079912_eafeed2a36_m.jpg,sarble,32014910@N00,photo
53767709662,65535,dc66d25d5b,Orchard Place From Overpass,london towerhamlets,7,,2024-03-16 15:06:04,51.509690,0.005106,https://live.staticflickr.com/65535/53767709662_dc66d25d5b_m.jpg,Loz Flowers,99245765@N00,photo
53765035415,65535,cd9e724604,,,32,,2016-07-23 10:16:02,51.513980,0.008697,https://live.staticflickr.com/65535/53765035415_cd9e724604_m.jpg,vjaska,50835692@N05,photo
53763713207,65535,f1c129bafc,,,48,,2016-07-23 10:20:22,51.513786,0.008938,https://live.staticflickr.com/65535/53763713207_f1c129bafc_m.jpg,vjaska,50835692@N05,photo
53764949814,65535,3f532c8a59,,,37,,2016-07-23 10:15:59,51.513980,0.008697,https://live.staticflickr.com/65535/53764949814_3f532c8a59_m.jpg,vjaska,50835692@N05,photo
53763712067,65535,b60226718a,DH38503 SN65ZGR Alexander Dennis Enviro 40H MMC,,57,,2016-07-23 10:15:07,51.514175,0.008494,https://live.staticflickr.com/65535/53763712067_b60226718a_m.jpg,vjaska,50835692@N05,photo
53745475936,65535,9a429e622c,Dragon Rapide Flight - Photocredit Neil King-27,2024 airshow arial bowcreek canon flight may riverthames,110,,2024-05-15 12:30:30,51.512582,0.006163,https://live.staticflickr.com/65535/53745475936_9a429e622c_m.jpg,Neilfatea,141544409@N02,photo
53743636714,65535,5c6e4630ee,Canary Wharf,london jelltex jelltecks,565,"Time to go home.

Sadly.

The four days have flown by and we have seen most types of weather with the exception of blizzard and tornado.

I have been bitten to buggary by mozzies and midges, so sleep was difficult and fitful. 

But come seven, I felt not too bad. We went down for breakfast at half past: more sausage and bacon butties for me. Then back upstairs to pack.

No checking out to be done, so at half nine, we went out to load the car, with a plan to drive of the Mountains of Ox on the way to Knock to catch the flight.

I decided to try to buy a bottle of whiskey, so we drove round trying to find the entrance to Tesco's car park, and then another ten minutes trying to find a space.

And then once inside I found it was laid out like Ikea: you'll never leave, and then in the booze section, none could be bought by law until half ten.

Bugger.

We headed out of Sligo for the last time and came to Ballysadare where we stopped to snap the falls, and then go to the Sava Center so i could by some whiskey, it was now after half ten.

It was then that we realised we had to high tail it to the airport as time was getting on, so no mountains of Ox for me.

As is typical, the sun came out and the drive back was wonderful, dropping the car off was simple as the only guy on duty told us to leave the key and he'd sort things when he got back.

A short walk to the terminal, and a half hour wait to drop the bags off, through security where we could meet back up with Ian while we waited for the flight to be called.

And this time it was full. No spare seats to be had. We squeezed in and waited to roll back.

And that was that, holibobs over with.

An uneventful flight, stacked over north west London, then a low pass along the Thames and down, and so back to crowded, busy England.

Once we were off the plane, there was no immigration, so straight to baggage reclaim, then off to the car park having already called, so we only had a five minute wait for the trusty steed to be brought up.

All we had to do then was get round the M25, drop Ian off in Waterningbury and then home.

Simples.

At the height of the evening rush hour.

It was mad, and hot, and tok nearly two hours to get to the M26 and the turn off for Ian's.

Ten to six we arrived, and Anna was waiting as was their canine welcoming committee.

We say goodbye and take our leave, round the edge of Maidstone to the Motorway and home, by way of M&amp;S where we bought some mozzarella for Caprese.

And then home.

Cats could not give a fuck that we were back.

Well, Mulder did when he saw Jools.

Meowmeaowmeaow

We unpack, Jools puts the first lot of washing on and I make dinner.

Phew. ",2024-05-23 14:40:40,51.510647,0.007086,https://live.staticflickr.com/65535/53743636714_5c6e4630ee_m.jpg,Jelltex,16105638@N00,photo
53729049528,65535,fdd561621d,Week 20 - Bow Creek,2024 airshow arial bowcreek canon flight may riverthames,1340,,2024-05-15 12:31:01,51.512582,0.006163,https://live.staticflickr.com/65535/53729049528_fdd561621d_m.jpg,Neilfatea,141544409@N02,photo
53719586359,65535,d97830fdb8,Canning Town station,jubilee canningtown silverjubextension,438,Jubilee line platforms opened 14th May 1999,2024-05-13 11:26:45,51.514591,0.008255,https://live.staticflickr.com/65535/53719586359_d97830fdb8_m.jpg,diamond geezer,36101699310@N01,photo
53719458123,65535,5a813b9bce,Canning Town station,jubilee canningtown silverjubextension,445,Jubilee line platforms opened 14th May 1999,2024-05-13 11:22:36,51.514591,0.008255,https://live.staticflickr.com/65535/53719458123_5a813b9bce_m.jpg,diamond geezer,36101699310@N01,photo
53719457993,65535,48a3ea6f2f,Canning Town station 2004,jubilee canningtown silverjubextension,376,Jubilee line platforms opened 14th May 1999,2004-05-22 14:28:06,51.514591,0.008255,https://live.staticflickr.com/65535/53719457993_48a3ea6f2f_m.jpg,diamond geezer,36101699310@N01,photo
53718277644,65535,7e765826d3,"Route 69, Go Ahead London, WHV60, BP15OMD",route69 goaheadlondon whv60 bp15omd volvo volvob5lh b5lh volvob5lhwrighteclipsegemini3 wright wrighteclipse wrighteclipsegemini3 eclipse gemini gemini3 canningtown walthamstowcentral buses bus london,1097,WHV60 takes the place of a bing bong Ee on Route 69 seen about to set off from Canning Town Bus Station,2024-03-30 00:37:38,51.515300,0.007926,https://live.staticflickr.com/65535/53718277644_7e765826d3_m.jpg,Jack Marian,66490030@N03,photo
53716353776,65535,cf16cb57c7,Purple,flower flowers purple flora plant plants outside outdoors olympusep1 ttartisan25mmf20 olympus 2024,579,,2024-05-11 19:43:48,51.511698,0.006641,https://live.staticflickr.com/65535/53716353776_cf16cb57c7_m.jpg,sarble,32014910@N00,photo
53714347983,65535,60e7602511,Poignant,uk london gwl guesswherelondon guessed guessedbydanielnaylor londoncityisland e14 nucleus natanyabarrett,546,,2024-01-01 00:00:00,51.511994,0.005053,https://live.staticflickr.com/65535/53714347983_60e7602511_m.jpg,simon_white,83398740@N00,photo
53699441035,65535,d532b14ce9,"DLR Replacement, Go Ahead London, WHV6, LJ61GWC",dlrreplacement goaheadlondon whv6 lj61gwc volvo b5lh volvob5lh wright wrighteclipse volvob5lhwrighteclipsegemini2 eclipse gemini canningtown westferry canningtownstation westferrystation buses bus london,1708,Go Ahead London WHV6 is pictured at Canning Town Bus Station having just finished its trip from Westferry whilst working on DLR Replacement,2024-03-29 23:51:11,51.514239,0.008860,https://live.staticflickr.com/65535/53699441035_d532b14ce9_m.jpg,Jack Marian,66490030@N03,photo
53675263043,65535,f3d301e5fa,DLR 121,dlr docklandslightrailway iphone lu96427 royalvictoria tfl train transportforlondon,165,DLR 121,2024-04-15 10:13:50,51.514091,0.008233,https://live.staticflickr.com/65535/53675263043_f3d301e5fa_m.jpg,NeilS67,182588461@N03,photo
53675263033,65535,c13ff7290a,LU96008,dlr docklandslightrailway electricmultipleunit emu iphone jubileeline londonunderground royalvictoria tfl tflrail train transportforlondon tube underground,193,LU96008,2024-04-15 10:10:44,51.513877,0.007841,https://live.staticflickr.com/65535/53675263033_c13ff7290a_m.jpg,NeilS67,182588461@N03,photo
53675262973,65535,b32a71724d,LU96027,electricmultipleunit emu iphone jubileeline londonunderground royalvictoria tfl tflrail train tube underground,190,LU96027,2024-04-15 10:15:15,51.514097,0.008163,https://live.staticflickr.com/65535/53675262973_b32a71724d_m.jpg,NeilS67,182588461@N03,photo
53675262963,65535,c6dd262d3e,DLR 36,dlr docklandslightrailway iphone royalvictoria tfl train transportforlondon,183,DLR 36,2024-04-15 10:17:51,51.514119,0.008211,https://live.staticflickr.com/65535/53675262963_c6dd262d3e_m.jpg,NeilS67,182588461@N03,photo
53675262953,65535,5521ee5303,LU96028,iphone royalvictoria train,197,LU96028,2024-04-15 10:37:40,51.514052,0.008372,https://live.staticflickr.com/65535/53675262953_5521ee5303_m.jpg,NeilS67,182588461@N03,photo
53673579832,65535,d1753b514d,"Route 474, Go Ahead London, WVL251, LX06EAW",route474 goaheadlondon wvl251 lx06eaw volvo volvob7tl b7tl volvob7tlwrighteclipsegemini wrighteclipse wright eclipse wrighteclipsegemini,1042,Go Ahead WVL251 is pictured arriving at Canning Town Bus Station whilst working on Route 474 to Manor Park,2016-02-15 12:44:18,51.515300,0.007926,https://live.staticflickr.com/65535/53673579832_d1753b514d_m.jpg,Jack Marian,66490030@N03,photo
53628595055,65535,3f54b3112a,IMG_3446,thisisart,24,,2024-04-02 22:25:58,51.513958,0.008286,https://live.staticflickr.com/65535/53628595055_3f54b3112a_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53628350028,65535,904e220f1d,IMG_3445,thisisart,24,,2024-04-02 22:25:58,51.513947,0.008272,https://live.staticflickr.com/65535/53628350028_904e220f1d_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53628149596,65535,f44c5d04e7,IMG_3444,thisisart,23,,2024-04-02 22:25:51,51.513961,0.008269,https://live.staticflickr.com/65535/53628149596_f44c5d04e7_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53628594525,65535,ce3211c484,IMG_3443,thisisart,24,,2024-04-02 22:25:40,51.514000,0.008255,https://live.staticflickr.com/65535/53628594525_ce3211c484_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53585347970,65535,ca7cf9b609,Clouds of unknowing,uk london gwl guesswherelondon guessed guessedbyfozelek botanicsquare londoncityisland e14 ranabegum catchingcolour,220,,2024-01-01 00:00:00,51.512008,0.006169,https://live.staticflickr.com/65535/53585347970_ca7cf9b609_m.jpg,simon_white,83398740@N00,photo
53579976698,65535,61d200883a,,,22,,2024-03-09 06:08:00,51.513883,0.007972,https://live.staticflickr.com/65535/53579976698_61d200883a_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53580204440,65535,bc7ef3933f,,,26,,2024-03-08 18:12:50,51.513933,0.008319,https://live.staticflickr.com/65535/53580204440_bc7ef3933f_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53572708157,65535,e2228c4d7b,,,25,,2024-03-06 19:16:13,51.514155,0.008255,https://live.staticflickr.com/65535/53572708157_e2228c4d7b_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53571488306,65535,ae73f50c0b,,,30,,2024-02-29 12:51:10,51.513811,0.008394,https://live.staticflickr.com/65535/53571488306_ae73f50c0b_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53569375387,65535,f39346ce24,,,20,,2024-02-29 11:40:47,51.513758,0.008441,https://live.staticflickr.com/65535/53569375387_f39346ce24_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53570656725,65535,1621f0a223,,,21,,2024-02-29 12:51:24,51.513813,0.008394,https://live.staticflickr.com/65535/53570656725_1621f0a223_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53570386553,65535,fdc81e0d44,,,20,,2024-02-29 11:40:45,51.513763,0.008436,https://live.staticflickr.com/65535/53570386553_fdc81e0d44_m.jpg,Ian K Tindale (u0421793),49428112@N00,photo
53565635421,65535,fdc072e235,_1060210,canningtown canningtownstation dlr docklandslightrailway serviceupdate manga,84,,2024-02-20 14:18:42,51.513930,0.008147,https://live.staticflickr.com/65535/53565635421_fdc072e235_m.jpg,tompagenet,73422480@N00,photo
53562672922,65535,706d779697,Raking sunlight,uk london gwl guesswherelondon guessed guessedbyjohnlinwood canningtownstation e16,380,,2024-01-01 00:00:00,51.514519,0.007303,https://live.staticflickr.com/65535/53562672922_706d779697_m.jpg,simon_white,83398740@N00,photo
53563417063,65535,7e0703d152,In loving memory,uk london gwl guesswherelondon guessed guessedbystevew memorialtobradleystone peacockgym caxtonstreet e16,216,,2024-01-01 00:00:00,51.511413,0.005658,https://live.staticflickr.com/65535/53563417063_7e0703d152_m.jpg,simon_white,83398740@N00,photo
53550840306,65535,e626af5351,Centaur SN69 ZWR,,133,,2024-02-24 14:39:37,51.514631,0.008465,https://live.staticflickr.com/65535/53550840306_e626af5351_m.jpg,Emma's Transport Photography,124685594@N04,photo
53551035488,65535,321806af3c,Stagecoach London 64203 (LF20 XKS),,279,,2024-02-24 14:36:22,51.514551,0.008121,https://live.staticflickr.com/65535/53551035488_321806af3c_m.jpg,Emma's Transport Photography,124685594@N04,photo
53551284220,65535,fc0d3cd510,Go-Ahead London MEC12 (BD09 ZPS),,140,,2024-02-24 14:39:43,51.514631,0.008465,https://live.staticflickr.com/65535/53551284220_fc0d3cd510_m.jpg,Emma's Transport Photography,124685594@N04,photo
53550839966,65535,54cef4880c,Go-Ahead London Ee67 (LG21 JHX),,127,,2024-02-24 14:41:09,51.514631,0.008465,https://live.staticflickr.com/65535/53550839966_54cef4880c_m.jpg,Emma's Transport Photography,124685594@N04,photo
53551035158,65535,96f572d485,Go-Ahead London SE95 (SN11 FGA),,280,,2024-02-24 14:42:48,51.514631,0.008465,https://live.staticflickr.com/65535/53551035158_96f572d485_m.jpg,Emma's Transport Photography,124685594@N04,photo
53551175514,65535,5dedac011f,Go-Ahead London MEC12 (BD09 ZPS),,168,,2024-02-24 14:42:53,51.514631,0.008465,https://live.staticflickr.com/65535/53551175514_5dedac011f_m.jpg,Emma's Transport Photography,124685594@N04,photo
